width;height;bbox
2213;1418;2637651.316810913,1248401.0152825825,2644368.959280117,1252705.4061643411
2346;1298;2614753.3078622017,1221393.5672870635,2641402.7358047105,1236138.2209398241
2045;1140;2627544.965250309,1239423.989981374,2636354.4919637186,1244334.9241883603
1947;1104;2643494.353027146,1246582.6552887624,2644678.1392820603,1247253.8931035674
2387;1362;2609991.1499439226,1232026.722880185,2610022.0867179763,1232044.3751157364
2213;1182;2608248.079380554,1238860.0513133798,2608540.4894361002,1239016.2323733238
2325;1329;2601196.80945742,1257079.7653797998,2601610.213844407,1257316.0726616515
2303;1160;2637500.9401566414,1250546.8265368205,2637779.1735334704,1250686.9701395656
2414;1360;2639976.8189542904,1255218.0112647954,2640015.4948546872,1255239.8005044558
2531;1102;2626191.6093775686,1241219.819751968,2626380.645637829,1241302.1263338749
2267;1431;2596993.301947928,1224055.8357759977,2602691.3433658276,1227652.6144566394
2052;1336;2600686.5848514987,1254042.8021181403,2602850.7644693153,1255451.8391402662
2497;1301;2615536.1069732797,1223570.7191775285,2619323.560267378,1225544.077902247
2027;1357;2608323.002358097,1258659.5278278692,2617908.7529704426,1265076.8260917831
2405;1184;2596427.5282831336,1218106.8360970267,2596657.1650421466,1218219.8880399251
2408;1357;2591425.667824688,1215924.5179630313,2609204.6629167837,1225943.6609613597
2173;1231;2598957.193994601,1225371.96653391,2606240.234848838,1229497.794095606
2057;1182;2618640.9408513745,1221568.0605812909,2642073.265335588,1235032.8187438285
1943;1178;2606067.7946795737,1257053.7475118758,2610119.4836318037,1259510.2012358732
2117;1167;2602499.069388688,1227887.6560620982,2602590.232464139,1227937.9098689244
2028;1349;2628963.158577203,1225166.8532806707,2649302.757796324,1238696.4979288925
2112;1381;2596283.8838461293,1235638.9962024672,2606225.089391223,1242139.3772904288
2402;1205;2617259.360931643,1253542.9968082714,2622051.194002338,1255946.893082288
2536;1185;2621834.395571486,1238162.4774220148,2624998.947334036,1239641.181617055
2308;1279;2621984.2611690657,1237813.5931855505,2622165.451836397,1237914.0017052717
2436;1389;2617699.5879478017,1256791.1305968324,2619861.703696131,1258023.9626060398
2310;1376;2590556.0172028346,1222478.7645379175,2595894.886172667,1225658.973932935
2551;1414;2612312.808430859,1220408.3625493913,2616028.107892478,1222467.7249322722
2238;1175;2591088.393612433,1255407.710385065,2603291.304479762,1261814.5112202358
1987;1217;2613008.2172662662,1236655.5989208834,2614153.0953096813,1237356.815115567
2407;1239;2623709.4005197207,1236451.1353861038,2628469.5222521606,1238901.401620625
2480;1330;2611355.279500478,1230155.6328222428,2611549.6799826752,1230259.88791955
1985;1119;2602971.7739618393,1234381.001449729,2604134.06059584,1235036.2149224982
2346;1288;2605621.789258598,1235401.395791853,2606265.505718785,1235754.808750387
1963;1126;2605260.059251425,1217261.538097238,2613215.4412985975,1221824.8392613323
2217;1315;2627458.3963709553,1239939.21678953,2633441.6434070445,1243488.1432002003
2540;1293;2600432.191898689,1251554.9837656503,2600465.010265011,1251571.6901229944
2074;1290;2642647.2587482193,1250736.0560435012,2642927.276609459,1250910.2233728163
2475;1194;2640023.5540019004,1246160.907946173,2640424.430652774,1246354.3005607766
2520;1426;2604435.6085804836,1226173.733877245,2613933.781219331,1231548.4934736725
1987;1204;2602350.843837527,1228846.3588811848,2604876.922012999,1230377.007156609
2112;1173;2594342.6699990593,1253617.3205791381,2600439.0916662756,1257003.2593176062
2470;1324;2605346.726932174,1226526.086772834,2605530.3856090126,1226624.5337720783
2140;1217;2613626.8962420966,1229255.4145670165,2613732.326258058,1229315.3717302992
2389;1255;2608960.501523298,1225141.8327407022,2629610.1922661653,1235989.619212991
2499;1235;2623629.350952455,1246629.2306212436,2636817.405332895,1253146.7364875276
2426;1218;2612174.9102034974,1238337.533945705,2612338.9998671976,1238419.916967299
2166;1149;2606957.5106191887,1252253.5814130239,2617547.987146481,1257871.5211775017
2275;1411;2600250.530095118,1225081.9449681921,2603440.375403933,1227060.3501245605
2418;1167;2597663.4187647947,1214287.6213638247,2603211.8961226703,1216965.484505529
2278;1239;2601313.377424076,1228283.493907534,2630620.2199100778,1244223.4315019837
2197;1439;2630165.2461972544,1241319.550999208,2630273.7947554765,1241390.6485755765
2179;1361;2610456.3622182994,1240658.8103772206,2611147.955305532,1241090.7783403802
2497;1181;2600165.362017878,1244394.943986173,2607578.284592625,1247901.0158967765
2260;1194;2597664.0746445963,1243690.5058182625,2631161.8848845754,1261388.0214937206
2243;1157;2635832.663447052,1246783.0070989148,2636762.9997357284,1247262.8996918702
2120;1334;2623310.8132784865,1241665.4074968717,2623333.424062882,1241679.6352262984
2152;1425;2617038.057387183,1258076.759499003,2617826.5687424825,1258598.8917858533
2046;1302;2616267.079406417,1223857.5133877746,2617628.5893161586,1224723.9287848826
2546;1104;2635161.475180889,1248862.2128528724,2648329.7292119893,1254572.2491648658
1986;1213;2635734.5924797063,1254439.1411934986,2640513.887304637,1257358.2170357148
2256;1310;2620608.969672562,1243215.6108017713,2622319.733888618,1244209.0066896412
2349;1352;2619653.0422365856,1247066.261428765,2645582.085264418,1261990.0869603232
2422;1385;2609649.2805026355,1246837.4392464114,2611351.3989491058,1247810.7811326054
2486;1207;2591961.2986885333,1244590.4245785663,2625297.4036565297,1260775.7337886917
2402;1250;2637835.191109126,1250293.6432507308,2637864.9527777783,1250309.1312131854
1954;1429;2635299.7040883824,1255474.0846141211,2641635.5464425357,1260107.6151791594
1958;1198;2625671.4685967546,1230684.0066574418,2632715.5098746186,1234993.8950388932
2244;1165;2612151.6966914837,1213445.931471081,2629667.6908239773,1222539.5737011856
2033;1133;2634388.627413827,1245248.6285337924,2634417.8635944203,1245264.9219881024
2403;1157;2605126.819765316,1227936.479012138,2605176.992104734,1227960.63606445
1959;1299;2611514.176686149,1233486.9852660259,2615727.450564299,1236280.7794302504
1951;1087;2602903.524495702,1215006.047253665,2618960.057167673,1223951.9473123183
2065;1266;2610736.1675434276,1250423.7833966487,2613054.934097256,1251845.3613419984
2302;1217;2610450.5852520987,1249757.9351148696,2610546.8441201625,1249808.8243600626
2520;1257;2641244.7971987557,1253574.7836104531,2641394.959609379,1253649.6860509904
2056;1205;2642230.885290604,1243888.5409868285,2645368.398905146,1245727.404754106
2136;1434;2626344.6098536695,1238565.1933491395,2634195.686098534,1243836.0001539781
2358;1288;2593156.564638588,1248972.2371535855,2630682.962485313,1269470.1168934419
2087;1276;2614195.694375378,1255403.603944137,2614693.5577659346,1255707.9995772706
2286;1248;2609112.679702793,1212155.1793798266,2641292.7435313533,1229723.2982153662
2134;1194;2605564.853178483,1229263.6203599484,2606479.5666739256,1229775.4141338747
2326;1272;2599798.9538835404,1223395.9903617771,2615829.5080975224,1232162.4843257428
2125;1083;2610010.3548826915,1231707.6441274812,2610136.787814992,1231772.0802995665
2324;1081;2603093.7688618875,1240742.9219546693,2608769.0577215315,1243382.7615662336
2326;1358;2598182.1813355894,1253022.403397947,2599352.785297548,1253705.8428563904
2525;1396;2630885.3027553232,1228482.42933204,2647112.6591414427,1237454.0687439304
2345;1140;2606312.2417447674,1245731.7735573617,2614039.931332405,1249488.5181756592
2126;1327;2606937.699071046,1227706.6510290122,2610019.6449947143,1229630.3303520167
1960;1241;2594399.1931102504,1228189.2975279135,2594623.7997884755,1228331.5102257081
2241;1149;2610374.6283092275,1256949.8288081808,2623367.6216125963,1263611.5643305236
2226;1273;2620128.5307926885,1242387.9253931928,2633673.7787481206,1250134.152099062
2077;1379;2597540.411620634,1231011.1875483403,2600297.457472908,1232841.696084828
2031;1117;2632735.786983042,1245513.821642933,2633561.4051903635,1245967.8913315483
2202;1384;2602449.531039624,1250383.704753398,2610964.0265393057,1255735.2314434797
2085;1217;2608823.543404688,1210764.51406082,2629553.869495173,1222864.6612321003
2242;1262;2611597.5644267127,1228932.1981577338,2612148.89949291,1229242.539305611
2261;1272;2613386.043633688,1225423.7384117176,2613416.9330863203,1225441.1162904208
2508;1190;2599878.7942564622,1211409.529726829,2604739.4780954435,1213715.8350571268
2055;1080;2612113.321062639,1230333.2107026754,2613186.8655903614,1230897.409286588
2488;1329;2601298.5895201825,1220490.7596727393,2601329.4525784003,1220507.2456069721
2063;1331;2623955.3990122504,1240164.7491025242,2636253.2736047697,1248099.054038367
2284;1093;2639476.3721118104,1253308.13387359,2639519.3514518207,1253328.701482448
2287;1268;2622383.74830595,1238119.8312792152,2629333.3466076213,1241972.9535557867
2405;1298;2607593.2058836953,1252457.7503462892,2627979.5648054867,1263460.450504495
2165;1287;2596015.7523785154,1219171.4890253332,2596105.795472273,1219225.0157974653
2288;1288;2608942.9280533227,1236490.9449943462,2609044.353533167,1236548.0411560768
2225;1280;2601553.3838255424,1218289.1306960166,2602991.5991877373,1219116.508522358
2215;1178;2602667.8545567007,1249835.961747818,2618134.4668969936,1258061.5460985468
2466;1393;2607847.132348066,1223918.4642822025,2609053.586059897,1224599.9687512135
2258;1224;2600797.116638362,1218879.9270531156,2601443.04162439,1219230.0653094922
2108;1336;2603332.5541477962,1222363.3433342038,2607709.088546852,1225137.0861981215
2472;1391;2613856.8452609032,1242968.3166039146,2643408.9199737115,1259597.3359912594
2346;1336;2598485.385086516,1226465.9632250385,2598650.3520551156,1226559.908608691
2198;1430;2602768.479899507,1226304.5131857016,2603098.783934662,1226519.4061658068
2238;1146;2602391.0871089646,1242421.3915381897,2621472.6566230725,1252192.3828979605
2536;1178;2605321.640025658,1217436.1615404165,2610699.252847425,1219934.1220704014
2165;1285;2638409.7610116447,1251816.8039708291,2641516.8523743288,1253660.9667426762
2526;1295;2599716.5787034174,1251873.6492444691,2602600.0327120796,1253351.904565616
1949;1278;2598776.057495607,1253537.0053768314,2609153.9446700476,1260342.002713381
2022;1420;2594453.916335878,1245468.0699845662,2606132.5437630825,1253669.6777722172
2171;1420;2603104.6056329454,1251310.201912431,2627927.286133841,1267546.1329632243
2443;1106;2599760.0348724094,1254931.4444585908,2632253.35307998,1269641.886512448
2489;1396;2607725.297921092,1259062.0645848075,2614025.778876076,1262595.8015929065
1990;1368;2619460.928805302,1222961.3414315481,2626005.6694521997,1227460.4395244906
1953;1160;2606479.7389538023,1224716.9181562876,2607684.6032949067,1225432.5569866416
1921;1294;2626365.146311927,1240465.8605373597,2626560.447168659,1240597.4166584478
2084;1176;2591599.07240202,1235709.8500501113,2610822.3243286433,1246557.5200432534
2491;1406;2597180.9459257806,1230070.8306796344,2611213.471428983,1237991.2364835294
2409;1327;2602841.8135986403,1222395.268338166,2603085.603021194,1222529.5599793985
2254;1432;2603520.680777912,1227654.62585154,2604730.215343333,1228423.0612986041
2200;1199;2603678.936201585,1258376.6882201803,2610359.0959929726,1262017.3753064864
1963;1103;2607444.9182969676,1250870.3813744143,2635439.32590497,1266600.3006773314
2416;1292;2593773.8984088064,1225447.5887998093,2601163.3712301035,1229399.2439674896
2155;1150;2600868.5295729637,1237168.6787863264,2606028.6126689985,1239922.3194176212
2069;1200;2621584.399820073,1239370.4662212518,2629765.1619488266,1244115.2291765462
2189;1398;2613081.637475307,1247224.9053727516,2613108.1314491704,1247241.8256904588
2006;1157;2642636.706556432,1250895.3466596454,2642862.229482962,1251025.4214482773
2140;1330;2625960.892597111,1234636.0490742696,2627278.4505751375,1235454.9052008002
2146;1387;2593736.2359250165,1243870.9475992327,2600413.0706487843,1248186.3109551813
2255;1180;2602892.2390485327,1227131.9362471944,2614250.9853000673,1233075.7591193945
2150;1087;2607294.557239513,1250815.3687368925,2607596.289815723,1250967.9191137948
2267;1375;2620278.4742666674,1232641.4525462417,2634255.269009654,1241118.77622141
1985;1177;2607793.786861349,1215213.7788383602,2625012.2963650776,1225423.4441713016
2434;1405;2604722.7304113274,1258174.373700335,2605087.036269661,1258384.6652907038
1983;1117;2631793.4743987825,1242099.8085858168,2633532.1096423976,1243079.1608637383
2123;1285;2598695.739498863,1232587.8705458401,2598804.71353868,1232653.8298681036
1979;1198;2616716.8185540265,1218135.9629681346,2640497.7683338583,1232531.9093229796
2387;1240;2624605.3014888624,1242574.6353564176,2625353.5476453276,1242963.3346584777
1953;1241;2644570.4712232226,1247945.0797092805,2644621.6289765188,1247977.5870169306
2167;1439;2594322.2226272332,1225635.9621579326,2595733.895852011,1226573.3861406073
1997;1268;2624202.0400493043,1238784.348205519,2624578.539691437,1239023.4075676743
2547;1187;2593263.243110882,1221090.985291971,2625679.523148398,1236198.219058964
2417;1365;2598666.123664318,1220402.1966731541,2603614.7438623165,1223196.9283944068
2361;1268;2594231.9783865544,1253315.2684277794,2623563.4978104164,1269068.070896842
2488;1111;2594514.3327331203,1221849.1589620917,2608151.067696951,1227938.553071744
2235;1209;2600098.4170076963,1238480.879564297,2641991.833626664,1261142.687480329
2373;1159;2617559.7122332235,1256204.2507735428,2618199.747189987,1256516.8510748025
2256;1141;2596469.2029445316,1232629.3922605475,2603017.0984410574,1235941.0716761218
2204;1138;2607189.3303484963,1234751.7982412018,2623509.8623827714,1243178.6428215127
2037;1274;2592115.0720252385,1216012.9253689933,2629204.709961557,1239209.8810542508
2062;1309;2598166.691496632,1251810.4897905476,2602378.9165115086,1254484.4968441236
2086;1271;2610063.558560781,1241122.538236024,2610404.073847932,1241330.0142331326
2425;1253;2603996.9590117284,1221322.7638824116,2605633.836149584,1222168.539987044
2093;1195;2640306.386700404,1254174.92356677,2640426.149324869,1254243.3021316223
2033;1277;2604491.4854810275,1247224.8970500897,2604694.7973609893,1247352.6045123185
2328;1420;2615284.122804505,1246365.2422847191,2615423.538390752,1246450.2810014163
1986;1305;2593950.4243176347,1251185.0989527174,2597090.4840957616,1253248.4312842663
2069;1262;2600916.4546009214,1257277.5455181533,2601008.3657669597,1257333.6073313677
2296;1144;2610862.9183648257,1246759.810132688,2611033.912784756,1246845.009442967
2072;1263;2634116.1329561276,1242987.6865635272,2635991.7848945605,1244131.0014275433
2482;1092;2600562.85390735,1252323.206527845,2607891.7828417993,1255547.6990324454
2010;1085;2613201.8017026857,1219779.3506421389,2638594.746849605,1233486.4876990577
2422;1377;2604966.796269304,1236989.4818583503,2612721.3063326823,1241398.2185871992
2472;1344;2607699.1028940114,1219331.409343261,2627508.1977240085,1230101.4026488906
2221;1280;2643762.813936163,1247834.1971337528,2647464.3711058847,1249967.4673621377
2049;1151;2615127.5639130184,1230660.6112900388,2625809.4640983557,1236661.0344785813
2114;1226;2603459.4773992337,1255221.4540755292,2612142.726158038,1260257.2454559896
2270;1321;2602853.7559371986,1247311.5062942281,2608187.0861203405,1250415.175532964
2133;1153;2612734.7943017995,1248885.0105338169,2615389.646693266,1250320.0995199212
2269;1414;2597261.3155903905,1241364.3705099444,2605627.623510837,1246578.1031672875
2443;1366;2593416.1551210005,1227788.7766479258,2593516.353149943,1227844.8022343097
2053;1224;2615424.641371137,1258824.4128487469,2616536.2905181204,1259487.178828244
1990;1149;2627491.7342330017,1236277.1272747247,2627525.3149701995,1236296.5163536393
2141;1325;2614192.5990745006,1255975.0291201323,2628346.0898721246,1264734.1955408948
2365;1399;2594693.8655496906,1220617.355944835,2636248.4044878394,1245198.6667162813
2494;1163;2601512.061628421,1233054.570194088,2623320.3390636547,1243224.1879395475
2003;1405;2638174.8962724763,1241590.3301897545,2648210.485050497,1248629.7721433833
2549;1151;2591757.0601578443,1218675.41665929,2616217.2041029506,1229720.3855415252
